,seed,model,lambda,d_model,er_loss,no_epochs,max_len,recall,precision,f1,accuracy,dataset,time
16,8,SDFA_NAP_model,0.2,16,True,10,20,0.7039623312011372,0.8134600051961216,0.7459344207285952,0.7039623312011372,bpi12,
17,8,SDFA_NAP_model,0.5,16,True,10,20,0.7079246624022744,0.7865717037833071,0.7347607614378419,0.7079246624022744,bpi12,
18,8,SDFA_NAP_model,0.1,32,True,10,5,0.8363006396588486,0.9115378425760712,0.8669145771208665,0.8363006396588486,bpi12,
19,8,SDFA_NAP_model,0.2,32,True,10,5,0.8316098081023454,0.909838879823008,0.862871615587863,0.8316098081023454,bpi12,
20,8,SDFA_NAP_model,0.5,32,True,10,5,0.8313255152807392,0.9091082517543604,0.8628046727185164,0.8313255152807392,bpi12,
21,8,SDFA_NAP_model,0.1,32,True,10,10,0.7909737029140014,0.8797745547423927,0.824477248467409,0.7909737029140014,bpi12,
22,8,SDFA_NAP_model,0.2,32,True,10,10,0.809363894811656,0.8936393719329688,0.8429765897919941,0.809363894811656,bpi12,
23,8,SDFA_NAP_model,0.5,32,True,10,10,0.7929992892679459,0.8692531113165937,0.8229135084058807,0.7929992892679459,bpi12,
24,8,SDFA_NAP_model,0.1,32,True,10,20,0.6829246624022743,0.7638900491635194,0.699125098346351,0.6829246624022743,bpi12,
25,8,SDFA_NAP_model,0.2,32,True,10,20,0.6814321250888415,0.767769660341757,0.6905441481168977,0.6814321250888415,bpi12,
26,8,SDFA_NAP_model,0.5,32,True,10,20,0.7013148542999289,0.7954392868419131,0.7254201797725616,0.7013148542999289,bpi12,
27,8,NAP_model,0.5,8,False,10,5,0.8076226012793177,0.8952570783317613,0.842141649468989,0.8076226012793177,bpi12,
28,8,NAP_model,0.5,8,False,10,10,0.7620113717128643,0.8753976201805449,0.8059885671396437,0.7620113717128643,bpi12,
29,8,NAP_model,0.5,8,False,10,20,0.6253909026297086,0.8043278315180606,0.6879262183067694,0.6253909026297086,bpi12,
30,8,NAP_model,0.5,16,False,10,5,0.8372956645344705,0.9122066877324178,0.8686546171600766,0.8372956645344705,bpi12,
31,8,NAP_model,0.5,16,False,10,10,0.7517590618336887,0.8435543260347526,0.7861567627094225,0.7517590618336887,bpi12,
32,8,NAP_model,0.5,16,False,10,20,0.7024875621890547,0.8160984788333294,0.7496221782507162,0.7024875621890547,bpi12,
33,8,NAP_model,0.5,32,False,10,5,0.827771855010661,0.912891060538394,0.8603149014591,0.827771855010661,bpi12,
34,8,NAP_model,0.5,32,False,10,10,0.7878287135749822,0.8472716903198123,0.8083851084951126,0.7878287135749822,bpi12,
35,8,NAP_model,0.5,32,False,10,20,0.6738805970149254,0.7886492495578498,0.7124824316591505,0.6738805970149254,bpi12,
36,15,SDFA_NAP_model,0.1,8,True,10,5,0.7828002842928216,0.8689786711375715,0.8172162889189094,0.7828002842928216,bpi12,
37,15,SDFA_NAP_model,0.2,8,True,10,5,0.8182302771855011,0.9340043002182477,0.8675638518008738,0.8182302771855011,bpi12,
38,15,SDFA_NAP_model,0.5,8,True,10,5,0.8158137882018479,0.9139113518441284,0.8594475217207692,0.8158137882018479,bpi12,
39,15,SDFA_NAP_model,0.1,8,True,10,10,0.7485785358919688,0.8550050543527671,0.7901395490394154,0.7485785358919688,bpi12,
40,15,SDFA_NAP_model,0.2,8,True,10,10,0.7532160625444208,0.8602233007198915,0.797893439379013,0.7532160625444208,bpi12,
41,15,SDFA_NAP_model,0.5,8,True,10,10,0.7490938166311301,0.8669383425900012,0.7972923254587853,0.7490938166311301,bpi12,
42,15,SDFA_NAP_model,0.1,8,True,10,20,0.6380063965884861,0.7966219409046019,0.6958599286785659,0.6380063965884861,bpi12,
43,15,SDFA_NAP_model,0.2,8,True,10,20,0.7080490405117271,0.8078603246928081,0.7471361798867316,0.7080490405117271,bpi12,
44,15,SDFA_NAP_model,0.5,8,True,10,20,0.6423418621179815,0.7861387392005277,0.6867681354628964,0.6423418621179815,bpi12,
45,15,SDFA_NAP_model,0.1,16,True,10,5,0.8439054726368159,0.9177419167206126,0.8751119343466932,0.8439054726368159,bpi12,
46,15,SDFA_NAP_model,0.2,16,True,10,5,0.8161691542288557,0.8985222743197386,0.8486945596243235,0.8161691542288557,bpi12,
47,15,SDFA_NAP_model,0.5,16,True,10,5,0.832409381663113,0.9100716656726452,0.8645333756857527,0.832409381663113,bpi12,
48,15,SDFA_NAP_model,0.1,16,True,10,10,0.7936922530206112,0.8788101752209007,0.8246762228654019,0.7936922530206112,bpi12,
49,15,SDFA_NAP_model,0.2,16,True,10,10,0.7629708599857854,0.8509493388077625,0.7929151179952133,0.7629708599857854,bpi12,
50,15,SDFA_NAP_model,0.5,16,True,10,10,0.7829779673063255,0.8837525808264375,0.8209823882298534,0.7829779673063255,bpi12,
51,15,SDFA_NAP_model,0.1,16,True,10,20,0.7503909026297086,0.8270235703021331,0.7807389916860691,0.7503909026297086,bpi12,
52,15,SDFA_NAP_model,0.2,16,True,10,20,0.7138770433546553,0.8149246984500506,0.7528621061930534,0.7138770433546553,bpi12,
53,15,SDFA_NAP_model,0.5,16,True,10,20,0.7208599857853589,0.8025188544207706,0.7541119120901929,0.7208599857853589,bpi12,
54,15,SDFA_NAP_model,0.1,32,True,10,5,0.8247690120824449,0.9087897706477128,0.8566462791473242,0.8247690120824449,bpi12,
55,15,SDFA_NAP_model,0.2,32,True,10,5,0.8256218905472636,0.909085063677578,0.8575947325564971,0.8256218905472636,bpi12,
56,15,SDFA_NAP_model,0.5,32,True,10,5,0.815724946695096,0.8955424670003825,0.8459069075194109,0.815724946695096,bpi12,
57,15,SDFA_NAP_model,0.1,32,True,10,10,0.8057569296375267,0.8819207949912308,0.8353133555512396,0.8057569296375267,bpi12,
58,15,SDFA_NAP_model,0.2,32,True,10,10,0.796997157071784,0.8745260471016315,0.8257169566191026,0.796997157071784,bpi12,
59,15,SDFA_NAP_model,0.5,32,True,10,10,0.7799573560767591,0.861185588590603,0.8090147391974741,0.7799573560767591,bpi12,
60,15,SDFA_NAP_model,0.1,32,True,10,20,0.6446162046908316,0.7662202865465915,0.6652596714708048,0.6446162046908316,bpi12,
61,15,SDFA_NAP_model,0.2,32,True,10,20,0.6996624022743426,0.7679028238990266,0.7059836192501049,0.6996624022743426,bpi12,
62,15,SDFA_NAP_model,0.5,32,True,10,20,0.7004442075337598,0.7668811076471724,0.7036246076867755,0.7004442075337598,bpi12,
63,15,NAP_model,0.5,8,False,10,5,0.7678926794598436,0.8878950428843358,0.8137054153620112,0.7678926794598436,bpi12,
64,15,NAP_model,0.5,8,False,10,10,0.748862828713575,0.8588674292610621,0.7937386398338399,0.748862828713575,bpi12,
65,15,NAP_model,0.5,8,False,10,20,0.6180525941719972,0.768292030622953,0.6673572205805955,0.6180525941719972,bpi12,
66,15,NAP_model,0.5,16,False,10,5,0.840867093105899,0.9166103552084632,0.872560596768519,0.840867093105899,bpi12,
67,15,NAP_model,0.5,16,False,10,10,0.8026474769012082,0.889259955541703,0.8379870972242439,0.8026474769012082,bpi12,
68,15,NAP_model,0.5,16,False,10,20,0.68045486851457,0.7981968279666386,0.7229125613245092,0.68045486851457,bpi12,
69,15,NAP_model,0.5,32,False,10,5,0.8351634683724236,0.9156550388472964,0.8666342437015251,0.8351634683724236,bpi12,
70,15,NAP_model,0.5,32,False,10,10,0.7979388770433546,0.8712130603800878,0.8245780238102345,0.7979388770433546,bpi12,
71,15,NAP_model,0.5,32,False,10,20,0.6646055437100213,0.7939845160256973,0.691112154914139,0.6646055437100213,bpi12,
72,76,SDFA_NAP_model,0.1,8,True,10,5,0.7966773276474769,0.9130020753657804,0.8455383863819786,0.7966773276474769,bpi12,
73,76,SDFA_NAP_model,0.2,8,True,10,5,0.8079957356076759,0.8960155608234012,0.845456388018647,0.8079957356076759,bpi12,
74,76,SDFA_NAP_model,0.5,8,True,10,5,0.8138948116560056,0.9145631298943384,0.8584775774333948,0.8138948116560056,bpi12,
75,76,SDFA_NAP_model,0.1,8,True,10,10,0.7426439232409382,0.8690807989747794,0.7936968327533803,0.7426439232409382,bpi12,
76,76,SDFA_NAP_model,0.2,8,True,10,10,0.7233830845771144,0.8748160807473861,0.7822732643714863,0.7233830845771144,bpi12,
77,76,SDFA_NAP_model,0.5,8,True,10,10,0.734772565742715,0.8472918036972492,0.7793434644668026,0.734772565742715,bpi12,
78,76,SDFA_NAP_model,0.1,8,True,10,20,0.6368159203980099,0.7827588138515661,0.6792213385653031,0.6368159203980099,bpi12,
79,76,SDFA_NAP_model,0.2,8,True,10,20,0.6071961620469083,0.7589876502177813,0.6549309787233654,0.6071961620469083,bpi12,
80,76,SDFA_NAP_model,0.5,8,True,10,20,0.6640902629708599,0.819376160985611,0.7212093638722218,0.6640902629708599,bpi12,
81,76,SDFA_NAP_model,0.1,16,True,10,5,0.8371712864250178,0.9184874153815884,0.8706006016348803,0.8371712864250178,bpi12,
82,76,SDFA_NAP_model,0.2,16,True,10,5,0.8338486140724947,0.9092408407521012,0.8651377924937161,0.8338486140724947,bpi12,
83,76,SDFA_NAP_model,0.5,16,True,10,5,0.8400319829424308,0.912115288759858,0.8710557499436664,0.8400319829424308,bpi12,
84,76,SDFA_NAP_model,0.1,16,True,10,10,0.7629708599857854,0.8811207894827436,0.8102699667806174,0.7629708599857854,bpi12,
85,76,SDFA_NAP_model,0.2,16,True,10,10,0.7796019900497513,0.8737076669214482,0.8141003788766286,0.7796019900497513,bpi12,
86,76,SDFA_NAP_model,0.5,16,True,10,10,0.7530739161336176,0.8615568730897919,0.7896821892604828,0.7530739161336176,bpi12,
87,76,SDFA_NAP_model,0.1,16,True,10,20,0.7481876332622601,0.8223777648305927,0.7788739406853529,0.7481876332622601,bpi12,
88,76,SDFA_NAP_model,0.2,16,True,10,20,0.7659026297085999,0.8370629998036192,0.7942936297910539,0.7659026297085999,bpi12,
89,76,SDFA_NAP_model,0.5,16,True,10,20,0.726226012793177,0.8328203890448512,0.7654806195720253,0.726226012793177,bpi12,
90,76,SDFA_NAP_model,0.1,32,True,10,5,0.8247512437810945,0.9103764247812258,0.8575134904481712,0.8247512437810945,bpi12,
91,76,SDFA_NAP_model,0.2,32,True,10,5,0.8256396588486141,0.9026291978629882,0.8574463547572535,0.8256396588486141,bpi12,
92,76,SDFA_NAP_model,0.5,32,True,10,5,0.8272210376687988,0.90076207463808,0.857943778226113,0.8272210376687988,bpi12,
93,76,SDFA_NAP_model,0.1,32,True,10,10,0.8081023454157783,0.8841602595872305,0.8383188917329869,0.8081023454157783,bpi12,
94,76,SDFA_NAP_model,0.2,32,True,10,10,0.801137171286425,0.8863980714357893,0.834147706717848,0.801137171286425,bpi12,
95,76,SDFA_NAP_model,0.5,32,True,10,10,0.7934790334044065,0.8601518925562845,0.819836247061788,0.7934790334044065,bpi12,
96,76,SDFA_NAP_model,0.1,32,True,10,20,0.6968017057569297,0.7639578882589985,0.6969029189693452,0.6968017057569297,bpi12,
97,76,SDFA_NAP_model,0.2,32,True,10,20,0.6735963041933192,0.759959589591549,0.6936950580519133,0.6735963041933192,bpi12,
98,76,SDFA_NAP_model,0.5,32,True,10,20,0.7390724946695096,0.7991690210098898,0.7528253555524738,0.7390724946695096,bpi12,
99,76,NAP_model,0.5,8,False,10,5,0.8177860696517413,0.927798208090392,0.8633829697486441,0.8177860696517413,bpi12,
100,76,NAP_model,0.5,8,False,10,10,0.7137171286425018,0.8301892333848712,0.7613007316406026,0.7137171286425018,bpi12,
101,76,NAP_model,0.5,8,False,10,20,0.6178926794598436,0.8103371186903318,0.6876938745955686,0.6178926794598436,bpi12,
102,76,NAP_model,0.5,16,False,10,5,0.8338130774697939,0.9094663516786068,0.8653971385329434,0.8338130774697939,bpi12,
103,76,NAP_model,0.5,16,False,10,10,0.7616027007818053,0.8906573110363889,0.8138377079163166,0.7616027007818053,bpi12,
104,76,NAP_model,0.5,16,False,10,20,0.725586353944563,0.8270502463664009,0.7670778567899444,0.725586353944563,bpi12,
105,76,NAP_model,0.5,32,False,10,5,0.8341862117981521,0.9111033758487732,0.8650949986838834,0.8341862117981521,bpi12,
106,76,NAP_model,0.5,32,False,10,10,0.7656538734896944,0.8661947735265079,0.8014150043551709,0.7656538734896944,bpi12,
107,76,NAP_model,0.5,32,False,10,20,0.6582444918265814,0.7754723346165061,0.6793669896840636,0.6582444918265814,bpi12,
108,23,SDFA_NAP_model,0.1,8,True,10,5,0.7897832267235252,0.8873332213141093,0.8295106613199195,0.7897832267235252,bpi12,
109,23,SDFA_NAP_model,0.2,8,True,10,5,0.8084399431414356,0.9280865757346468,0.8600894540818219,0.8084399431414356,bpi12,
110,23,SDFA_NAP_model,0.5,8,True,10,5,0.7783582089552239,0.926860289466588,0.8366714882995973,0.7783582089552239,bpi12,
111,23,SDFA_NAP_model,0.1,8,True,10,10,0.7450248756218906,0.8714399828902193,0.7979204173389197,0.7450248756218906,bpi12,
112,23,SDFA_NAP_model,0.2,8,True,10,10,0.738912579957356,0.8563599188081245,0.7846495051232713,0.738912579957356,bpi12,
113,23,SDFA_NAP_model,0.5,8,True,10,10,0.692999289267946,0.8322242604530597,0.7441849096087502,0.692999289267946,bpi12,
114,23,SDFA_NAP_model,0.1,8,True,10,20,0.6297441364605544,0.7997287248330899,0.6863120817664135,0.6297441364605544,bpi12,
115,23,SDFA_NAP_model,0.2,8,True,10,20,0.6682480454868515,0.8200443516259055,0.7265200094446862,0.6682480454868515,bpi12,
116,23,SDFA_NAP_model,0.5,8,True,10,20,0.674271499644634,0.7850511500725869,0.7156212015586103,0.674271499644634,bpi12,
117,23,SDFA_NAP_model,0.1,16,True,10,5,0.8347547974413646,0.9122305549573236,0.8659051230943675,0.8347547974413646,bpi12,
118,23,SDFA_NAP_model,0.2,16,True,10,5,0.8385749822316987,0.9127897517047274,0.8699370971019981,0.8385749822316987,bpi12,
119,23,SDFA_NAP_model,0.5,16,True,10,5,0.8369580668088131,0.9144920251310018,0.868499708308983,0.8369580668088131,bpi12,
120,23,SDFA_NAP_model,0.1,16,True,10,10,0.7972459132906894,0.8831062321008992,0.8320214610750009,0.7972459132906894,bpi12,
121,23,SDFA_NAP_model,0.2,16,True,10,10,0.800497512437811,0.8866563071739524,0.8350546710876945,0.800497512437811,bpi12,
122,23,SDFA_NAP_model,0.5,16,True,10,10,0.7918088130774698,0.8705107922310095,0.8221894996143951,0.7918088130774698,bpi12,
123,23,SDFA_NAP_model,0.1,16,True,10,20,0.7484186211798152,0.8261706368662534,0.7779259817084204,0.7484186211798152,bpi12,
124,23,SDFA_NAP_model,0.2,16,True,10,20,0.6950426439232409,0.8191597408683481,0.7377754044255967,0.6950426439232409,bpi12,
125,23,SDFA_NAP_model,0.5,16,True,10,20,0.7579779673063255,0.8428401734900811,0.7928566579744463,0.7579779673063255,bpi12,
126,23,SDFA_NAP_model,0.1,32,True,10,5,0.8403340440653874,0.9174658541483396,0.8720186782246553,0.8403340440653874,bpi12,
127,23,SDFA_NAP_model,0.2,32,True,10,5,0.8277896233120113,0.9106573334747574,0.8601042543419734,0.8277896233120113,bpi12,
128,23,SDFA_NAP_model,0.5,32,True,10,5,0.8232409381663113,0.9014895352691,0.8550935548046953,0.8232409381663113,bpi12,
129,23,SDFA_NAP_model,0.1,32,True,10,10,0.7943496801705757,0.8916723264546605,0.8311587077869685,0.7943496801705757,bpi12,
130,23,SDFA_NAP_model,0.2,32,True,10,10,0.7951847903340441,0.8902689131601383,0.8290689491747851,0.7951847903340441,bpi12,
131,23,SDFA_NAP_model,0.5,32,True,10,10,0.8039267945984364,0.8931048704854029,0.838652049512486,0.8039267945984364,bpi12,
132,23,SDFA_NAP_model,0.1,32,True,10,20,0.66954513148543,0.7873669350383086,0.7064644339636944,0.66954513148543,bpi12,
133,23,SDFA_NAP_model,0.2,32,True,10,20,0.6133972992181947,0.7430199072384858,0.6294131246649103,0.6133972992181947,bpi12,
134,23,SDFA_NAP_model,0.5,32,True,10,20,0.6843283582089552,0.7802436904986242,0.6991553564851954,0.6843283582089552,bpi12,
135,23,NAP_model,0.5,8,False,10,5,0.8111051883439944,0.9045855823948572,0.8490120960821121,0.8111051883439944,bpi12,
136,23,NAP_model,0.5,8,False,10,10,0.6646588486140725,0.822782836505851,0.7107859099618774,0.6646588486140725,bpi12,
137,23,NAP_model,0.5,8,False,10,20,0.7102523098791755,0.826194545805972,0.7504093208836436,0.7102523098791755,bpi12,
138,23,NAP_model,0.5,16,False,10,5,0.8435501066098081,0.9211509604795118,0.8754613348962317,0.8435501066098081,bpi12,
139,23,NAP_model,0.5,16,False,10,10,0.7916844349680171,0.8830181504048137,0.82673622280662,0.7916844349680171,bpi12,
140,23,NAP_model,0.5,16,False,10,20,0.6821073205401563,0.8057642859893188,0.7278266202874522,0.6821073205401563,bpi12,
141,23,NAP_model,0.5,32,False,10,5,0.826457000710732,0.9047936015296774,0.8575048013998485,0.826457000710732,bpi12,
142,23,NAP_model,0.5,32,False,10,10,0.7265991471215352,0.8820029362577491,0.7815785089895877,0.7265991471215352,bpi12,
143,23,NAP_model,0.5,32,False,10,20,0.66090973702914,0.7462368719020532,0.6865296392188492,0.66090973702914,bpi12,
